time, MasterClock,ClkStage,Accumulator,DataAddress,DataIn,DataOut,Write,InstructionAddress,FetchNext,InstructionIn,InstructionRegister
237,1,0,1,1,1,0,0,50,0,c8,bc,c8 00,[110]:       outTo 0     # ensure known port address
238,1,1,1,0,0,0,0,50,0,c8,bc,
239,1,2,0,0,0,0,0,50,0,c8,bc,
240,1,0,0,0,0,0,0,51,0,0,c8,
241,1,1,0,0,0,0,0,51,1,0,c8,
242,1,2,0,0,0,0,1,51,1,0,c8,
243,1,0,0,0,0,0,0,52,1,8c,c8,8c,[111]:       one        #acc = 1
244,1,1,0,0,0,0,0,52,0,8c,c8,
245,1,2,0,0,0,0,0,52,0,8c,c8,
246,1,0,0,0,0,0,0,53,0,f0,8c,f0 56,[112]:       jmp skip1
247,1,1,0,0,0,0,0,53,0,f0,8c,
248,1,2,1,0,0,0,0,53,0,f0,8c,
249,1,0,1,0,0,0,0,54,0,56,f0,
250,1,1,1,0,0,0,0,54,1,56,f0,
251,1,2,1,0,0,0,0,54,1,56,f0,
252,1,0,1,0,0,0,0,56,1,a0,f0,a0,[114]: skip1: out        # should output 1
253,1,1,1,0,0,0,0,56,0,a0,f0,
254,1,2,1,0,0,0,0,56,0,a0,f0,
255,1,0,1,0,0,1,0,57,0,8c,a0,8c,[115]:       one
256,1,1,1,0,0,1,0,57,0,8c,a0,
257,1,2,1,0,0,1,1,57,0,8c,a0,
258,1,0,1,0,0,0,0,58,0,e0,8c,e0 5b,[116]:       jmpt skip2  # should jump
259,1,1,1,0,0,0,0,58,0,e0,8c,
260,1,2,1,0,0,0,0,58,0,e0,8c,
261,1,0,1,0,0,0,0,59,0,5b,e0,
262,1,1,1,0,0,0,0,59,1,5b,e0,
263,1,2,1,0,0,0,0,59,1,5b,e0,
264,1,0,1,0,0,0,0,5b,1,a0,e0,a0,[118]: skip2: out        # should output 1
265,1,1,1,0,0,0,0,5b,0,a0,e0,
266,1,2,1,0,0,0,0,5b,0,a0,e0,
267,1,0,1,0,0,1,0,5c,0,88,a0,88,[120]:       zero
268,1,1,1,0,0,1,0,5c,0,88,a0,
269,1,2,1,0,0,1,1,5c,0,88,a0,
270,1,0,1,0,0,0,0,5d,0,e0,88,e0 60,[121]:       jmpt skip3  #(should not jump)
271,1,1,1,0,0,0,0,5d,0,e0,88,
272,1,2,0,0,0,0,0,5d,0,e0,88,
273,1,0,0,0,0,0,0,5e,0,60,e0,
274,1,1,0,0,0,0,0,5e,1,60,e0,
